mb_class_code,mb_class_idx,ai4mars_gt,ai4mars_pred,confidence,correct
gro,13,soil,soil,0.9779,True
gro,13,soil,sand,0.6861,False
drh,9,sand,sand,0.8088,True
gro,13,soil,soil,0.5643,True
gro,13,soil,soil,0.9997,True
gro,13,soil,bedrock,0.9999,False
gro,13,soil,bedrock,0.9999,False
san,29,sand,big_rock,0.9382,False
gro,13,soil,soil,0.9998,True
gro,13,soil,sand,0.9944,False
drp,10,sand,soil,0.9926,False
gro,13,soil,soil,0.9264,True
drt,11,sand,big_rock,0.8609,False
gro,13,soil,bedrock,1.0,False
gro,13,soil,bedrock,1.0,False
gro,13,soil,big_rock,0.9039,False
gro,13,soil,sand,0.9035,False
gro,13,soil,bedrock,0.9984,False
gro,13,soil,bedrock,1.0,False
gro,13,soil,big_rock,0.8737,False
gro,13,soil,bedrock,1.0,False
gro,13,soil,bedrock,1.0,False
lar,16,big_rock,bedrock,0.9999,False
gro,13,soil,big_rock,0.9431,False
drp,10,sand,sand,1.0,True
drp,10,sand,bedrock,0.9823,False
gro,13,soil,soil,0.8751,True
gro,13,soil,soil,0.9774,True
drh,9,sand,soil,0.9013,False
gro,13,soil,bedrock,0.9967,False
gro,13,soil,soil,0.9274,True
gro,13,soil,bedrock,0.9699,False
san,29,sand,bedrock,1.0,False
gro,13,soil,soil,1.0,True
gro,13,soil,bedrock,1.0,False
gro,13,soil,bedrock,1.0,False
gro,13,soil,bedrock,1.0,False
san,29,sand,bedrock,0.9219,False
gro,13,soil,soil,1.0,True
gro,13,soil,bedrock,0.9613,False
gro,13,soil,big_rock,0.6463,False
gro,13,soil,big_rock,0.9974,False
lar,16,big_rock,soil,0.803,False
san,29,sand,soil,0.8808,False
gro,13,soil,soil,0.9698,True
gro,13,soil,big_rock,0.9598,False
drh,9,sand,soil,1.0,False
lar,16,big_rock,sand,0.833,False
san,29,sand,bedrock,0.9979,False
gro,13,soil,sand,0.7793,False
gro,13,soil,bedrock,0.9997,False
gro,13,soil,soil,0.5161,True
gro,13,soil,bedrock,0.9989,False
gro,13,soil,soil,0.9985,True
gro,13,soil,bedrock,1.0,False
drh,9,sand,soil,1.0,False
gro,13,soil,big_rock,0.8261,False
gro,13,soil,soil,0.9998,True
gro,13,soil,soil,1.0,True
san,29,sand,soil,0.9999,False
drh,9,sand,soil,0.9996,False
gro,13,soil,soil,0.999,True
gro,13,soil,sand,0.9994,False
gro,13,soil,soil,1.0,True
drt,11,sand,sand,0.9956,True
gro,13,soil,bedrock,0.9708,False
drh,9,sand,sand,0.74,True
san,29,sand,bedrock,1.0,False
gro,13,soil,bedrock,0.9999,False
lar,16,big_rock,soil,0.8356,False
gro,13,soil,sand,1.0,False
gro,13,soil,soil,1.0,True
gro,13,soil,bedrock,0.9889,False
gro,13,soil,sand,0.9558,False
gro,13,soil,soil,1.0,True
gro,13,soil,soil,0.9999,True
gro,13,soil,sand,0.9025,False
gro,13,soil,soil,1.0,True
gro,13,soil,bedrock,0.9999,False
gro,13,soil,bedrock,0.7741,False
gro,13,soil,soil,0.9999,True
