index,image_name,gt_class,pred_class,confidence,correct,p_soil,p_bedrock,p_sand,p_big_rock
216,NLB_556756606EDR_F0651642NCAM00312M1.JPG,sand,sand,0.9543,1,0.0056,0.0337,0.9543,0.0064
217,NLB_556763962EDR_F0651642NCAM07753M1.JPG,sand,sand,0.9279,1,0.0190,0.0402,0.9279,0.0129
218,NLB_556764110EDR_F0651642NCAM07753M1.JPG,sand,sand,0.5859,1,0.0703,0.2967,0.5859,0.0472
219,NLB_556764172EDR_F0651642NCAM07753M1.JPG,sand,sand,0.5967,1,0.0744,0.3071,0.5967,0.0218
220,NLB_558363908EDR_F0660000NCAM00375M1.JPG,bedrock,bedrock,0.7430,1,0.1083,0.7430,0.1180,0.0307
221,NLB_558364034EDR_F0660000NCAM00252M1.JPG,bedrock,bedrock,0.9613,1,0.0266,0.9613,0.0039,0.0083
222,NLB_558364829EDR_F0660000NCAM00253M1.JPG,bedrock,bedrock,0.9302,1,0.0535,0.9302,0.0067,0.0096
223,NLB_558364943EDR_F0660000NCAM00253M1.JPG,bedrock,bedrock,0.4856,1,0.3684,0.4856,0.1225,0.0235
224,NLB_558365006EDR_F0660000NCAM00253M1.JPG,bedrock,bedrock,0.8781,1,0.0670,0.8781,0.0277,0.0273
225,NLB_558365068EDR_F0660000NCAM00253M1.JPG,bedrock,bedrock,0.5276,1,0.3763,0.5276,0.0720,0.0241
226,NLB_560302217EDR_F0660952NCAM00320M1.JPG,bedrock,bedrock,0.5270,1,0.1482,0.5270,0.2738,0.0510
227,NLB_560310464EDR_F0661030NCAM00385M1.JPG,bedrock,bedrock,0.9840,1,0.0108,0.9840,0.0023,0.0029
228,NLB_560311677EDR_F0661112NCAM00353M1.JPG,bedrock,bedrock,0.6110,1,0.1823,0.6110,0.1565,0.0502
229,NLB_560311785EDR_F0661112NCAM00273M1.JPG,bedrock,bedrock,0.6255,1,0.1739,0.6255,0.1617,0.0389
230,NLB_560311842EDR_F0661112NCAM00273M1.JPG,bedrock,bedrock,0.8161,1,0.1629,0.8161,0.0105,0.0105
231,NLB_560311891EDR_F0661112NCAM00273M1.JPG,bedrock,bedrock,0.9505,1,0.0398,0.9505,0.0019,0.0077
232,NLB_560312189EDR_F0661112NCAM00354M1.JPG,bedrock,bedrock,0.9744,1,0.0128,0.9744,0.0044,0.0085
233,NLB_560316500EDR_F0661112NCAM00274M1.JPG,bedrock,bedrock,0.9437,1,0.0470,0.9437,0.0036,0.0057
234,NLB_560316562EDR_F0661112NCAM00274M1.JPG,bedrock,bedrock,0.6896,1,0.2362,0.6896,0.0570,0.0172
235,NLB_560316739EDR_F0661112NCAM00274M1.JPG,bedrock,bedrock,0.4427,1,0.3857,0.4427,0.1290,0.0426
236,NLB_565016252EDR_F0670180NCAM00385M1.JPG,soil,soil,0.8091,1,0.8091,0.1839,0.0027,0.0043
237,NLB_565022734EDR_F0670216NCAM00375M1.JPG,soil,soil,0.4748,1,0.4748,0.3893,0.1018,0.0342
238,NLB_565022803EDR_F0670216NCAM00252M1.JPG,soil,soil,0.7539,1,0.7539,0.0900,0.1351,0.0210
239,NLB_565022931EDR_F0670216NCAM00252M1.JPG,soil,soil,0.9262,1,0.9262,0.0352,0.0324,0.0061
240,NLB_565023199EDR_F0670216NCAM00312M1.JPG,soil,soil,0.8851,1,0.8851,0.0969,0.0114,0.0066
241,NLB_565023322EDR_F0670216NCAM00253M1.JPG,soil,soil,0.8992,1,0.8992,0.0696,0.0211,0.0101
242,NLB_565023592EDR_F0670216NCAM00253M1.JPG,soil,soil,0.6685,1,0.6685,0.1249,0.1805,0.0261
243,NLB_565365464EDR_F0670550NCAM00385M1.JPG,soil,soil,0.9475,1,0.9475,0.0465,0.0030,0.0029
244,NLB_565366137EDR_F0670604NCAM00257M1.JPG,soil,soil,0.7443,1,0.7443,0.1920,0.0460,0.0178
245,NLB_565367106EDR_F0670650NCAM00353M1.JPG,bedrock,soil,0.6155,0,0.6155,0.2255,0.1115,0.0475
246,NLB_565373114EDR_F0670650NCAM12753M1.JPG,soil,soil,0.9075,1,0.9075,0.0611,0.0244,0.0070
247,NLB_565373298EDR_F0670650NCAM12753M1.JPG,soil,soil,0.5129,1,0.5129,0.3132,0.1358,0.0381
248,NLB_565373360EDR_F0670650NCAM12753M1.JPG,soil,soil,0.6539,1,0.6539,0.2388,0.0803,0.0270
249,NLB_565373417EDR_F0670650NCAM12753M1.JPG,soil,soil,0.8668,1,0.8668,0.1082,0.0133,0.0117
250,NLB_565810401EDR_F0670962NCAM00386M1.JPG,soil,soil,0.9208,1,0.9208,0.0421,0.0306,0.0065
251,NLB_565811345EDR_F0671016NCAM00261M1.JPG,soil,soil,0.6543,1,0.6543,0.1378,0.1805,0.0274
252,NLB_565811572EDR_F0671016NCAM00261M1.JPG,soil,soil,0.7565,1,0.7565,0.2031,0.0256,0.0148
253,NLB_565811686EDR_F0671016NCAM00261M1.JPG,soil,soil,0.6000,1,0.6000,0.2656,0.1078,0.0267
254,NLB_565812047EDR_F0671016NCAM00312M1.JPG,soil,soil,0.9633,1,0.9633,0.0249,0.0074,0.0045
255,NLB_570073321EDR_F0672884NCAM00375M1.JPG,soil,soil,0.8697,1,0.8697,0.0852,0.0323,0.0129
256,NLB_570073400EDR_F0672884NCAM00284M1.JPG,soil,sand,0.5081,0,0.3907,0.0808,0.5081,0.0204
257,NLB_570073456EDR_F0672884NCAM00284M1.JPG,soil,soil,0.7519,1,0.7519,0.1227,0.1081,0.0172
258,NLB_570074025EDR_F0672884NCAM00285M1.JPG,bedrock,soil,0.4747,0,0.4747,0.4115,0.0698,0.0440
259,NLB_570074144EDR_F0672884NCAM00285M1.JPG,bedrock,soil,0.6612,0,0.6612,0.2564,0.0633,0.0191
260,NLB_570074258EDR_F0672884NCAM00285M1.JPG,soil,sand,0.4246,0,0.3275,0.2054,0.4246,0.0426
261,NLB_574061102EDR_F0681232NCAM00320M1.JPG,soil,soil,0.5926,1,0.5926,0.3044,0.0718,0.0311
262,NLB_574071379EDR_F0681556NCAM00379M1.JPG,bedrock,bedrock,0.8049,1,0.1835,0.8049,0.0057,0.0059
263,NLB_574078090EDR_F0681626NCAM00256M1.JPG,soil,soil,0.4667,1,0.4667,0.3465,0.1645,0.0223
264,NLB_574078155EDR_F0681626NCAM00256M1.JPG,soil,soil,0.4873,1,0.4873,0.4662,0.0308,0.0157
265,NLB_574078440EDR_F0681626NCAM00354M1.JPG,bedrock,bedrock,0.9453,1,0.0394,0.9453,0.0068,0.0085
266,NLB_574078554EDR_F0681626NCAM00354M1.JPG,soil,soil,0.6421,1,0.6421,0.2912,0.0505,0.0162
267,NLB_574078665EDR_F0681626NCAM07753M1.JPG,bedrock,soil,0.6628,0,0.6628,0.2867,0.0279,0.0227
268,NLB_574078735EDR_F0681626NCAM07753M1.JPG,bedrock,soil,0.6003,0,0.6003,0.3249,0.0550,0.0198
269,NLB_577080310EDR_F0691768NCAM00320M1.JPG,soil,bedrock,0.3380,0,0.3169,0.3380,0.3135,0.0317
270,NLB_577089970EDR_F0691858NCAM00286M1.JPG,bedrock,soil,0.5979,0,0.5979,0.3494,0.0332,0.0195
271,NLB_577090033EDR_F0691858NCAM00286M1.JPG,bedrock,bedrock,0.8879,1,0.0922,0.8879,0.0130,0.0068
272,NLB_577090148EDR_F0691858NCAM00286M1.JPG,soil,soil,0.5035,1,0.5035,0.3771,0.0856,0.0338
273,NLB_577090437EDR_F0691858NCAM00312M1.JPG,sand,sand,0.7887,1,0.0527,0.1426,0.7887,0.0160
274,NLB_577090635EDR_F0691858NCAM00287M1.JPG,sand,sand,0.4283,1,0.2412,0.2797,0.4283,0.0507
275,NLB_577090699EDR_F0691858NCAM00287M1.JPG,sand,sand,0.5056,1,0.3492,0.1188,0.5056,0.0265
276,NLB_577090763EDR_F0691858NCAM00287M1.JPG,sand,soil,0.5009,0,0.5009,0.3827,0.0947,0.0217
277,NLB_577095146EDR_F0691858NCAM00376M1.JPG,sand,sand,0.8997,1,0.0488,0.0363,0.8997,0.0151
278,NLB_613564331EDR_F0760274NCAM00320M1.JPG,soil,bedrock,0.4225,0,0.3023,0.4225,0.2424,0.0328
279,NLB_613582793EDR_F0760556NCAM00385M1.JPG,soil,soil,0.9544,1,0.9544,0.0108,0.0323,0.0024
280,NLB_613583192EDR_F0760568NCAM00375M1.JPG,soil,soil,0.7062,1,0.7062,0.1512,0.1196,0.0230
281,NLB_613583340EDR_F0760568NCAM00280M1.JPG,soil,soil,0.8238,1,0.8238,0.0052,0.1650,0.0060
282,NLB_613583373EDR_F0760568NCAM00280M1.JPG,soil,soil,0.7339,1,0.7339,0.0107,0.2470,0.0084
283,NLB_613583763EDR_F0760568NCAM00354M1.JPG,soil,soil,0.9766,1,0.9766,0.0122,0.0094,0.0019
284,NLB_613583877EDR_F0760568NCAM00354M1.JPG,soil,soil,0.8928,1,0.8928,0.0607,0.0394,0.0071
285,NLB_613584057EDR_F0760568NCAM00281M1.JPG,soil,soil,0.7581,1,0.7581,0.0111,0.2239,0.0069
286,NLB_613584326EDR_F0760568NCAM00281M1.JPG,soil,soil,0.5936,1,0.5936,0.0538,0.3338,0.0188
