image,ground_truth,gt_idx,pred_hf,pred_hf_idx,conf_hf,pred_numpy,pred_numpy_idx,conf_numpy,feature_cosine,max_abs_pixel_diff,pred_fp32,pred_fp32_idx,conf_fp32,cosine_fp32_vs_int8hf,cosine_fp32_vs_int8numpy
NLB_520359112EDR_F0550940NCAM00654M1,bedrock,1,bedrock,1,0.999821,bedrock,1,0.999793,0.98443872,4.768e-07,bedrock,1,0.999804,0.94182682,0.93419313
NLB_520359279EDR_F0550940NCAM07753M1,bedrock,1,bedrock,1,0.950656,bedrock,1,0.977112,0.98705238,1.937e-07,bedrock,1,0.933232,0.93620771,0.92987335
NLB_520359399EDR_F0550940NCAM07753M1,bedrock,1,bedrock,1,0.47152,bedrock,1,0.477348,0.9782294,4.768e-07,sand,2,0.646772,0.92753041,0.92832661
NLB_525149027EDR_F0570774NCAM00287M1,bedrock,1,bedrock,1,0.999628,bedrock,1,0.99981,0.98867154,1.937e-07,bedrock,1,0.999502,0.91453052,0.9159556
NLB_525149336EDR_F0570774NCAM00654M1,bedrock,1,bedrock,1,0.925898,bedrock,1,0.958419,0.97530007,4.768e-07,bedrock,1,0.927808,0.87420398,0.87183797
NLB_525149367EDR_F0570774NCAM00654M1,bedrock,1,bedrock,1,0.940414,bedrock,1,0.967962,0.96506977,3.576e-07,bedrock,1,0.961364,0.78917748,0.81441653
NLB_525149424EDR_F0570774NCAM00654M1,bedrock,1,bedrock,1,0.997353,bedrock,1,0.998221,0.98030818,2.384e-07,bedrock,1,0.992103,0.86428225,0.86288464
NLB_525149485EDR_F0570774NCAM07753M1,bedrock,1,bedrock,1,0.996061,bedrock,1,0.992088,0.98837358,1.937e-07,bedrock,1,0.990787,0.89287472,0.89606905
NLB_525149717EDR_F0570774NCAM07753M1,bedrock,1,bedrock,1,0.999962,bedrock,1,0.999936,0.98534024,1.937e-07,bedrock,1,0.999829,0.92269468,0.9298172
NLB_527820640EDR_F0580000NCAM00253M1,bedrock,1,bedrock,1,0.999274,bedrock,1,0.998944,0.97445917,1.937e-07,bedrock,1,0.999145,0.91377091,0.91246378
NLB_527820910EDR_F0580000NCAM00654M1,bedrock,1,bedrock,1,0.761857,bedrock,1,0.65895,0.9757964,4.768e-07,bedrock,1,0.540709,0.84246635,0.85223866
NLB_527820942EDR_F0580000NCAM00654M1,bedrock,1,bedrock,1,0.663766,bedrock,1,0.733834,0.98692322,1.937e-07,bedrock,1,0.773916,0.85808611,0.85782385
NLB_527821074EDR_F0580000NCAM07753M1,sand,2,bedrock,1,0.987689,bedrock,1,0.989363,0.98985863,1.937e-07,bedrock,1,0.989879,0.94935536,0.94458818
NLB_527821213EDR_F0580000NCAM07753M1,bedrock,1,bedrock,1,0.935929,bedrock,1,0.943231,0.97846168,4.768e-07,bedrock,1,0.942854,0.88034517,0.87780982
NLB_527821275EDR_F0580000NCAM07753M1,bedrock,1,bedrock,1,0.997388,bedrock,1,0.994775,0.97197127,3.576e-07,bedrock,1,0.980682,0.80659229,0.83226085
NLB_528875763EDR_F0581002NCAM00207M1,bedrock,1,bedrock,1,0.946886,bedrock,1,0.932053,0.98460579,2.384e-07,bedrock,1,0.941895,0.9306823,0.93106157
NLB_528892751EDR_F0581248NCAM00346M1,bedrock,1,bedrock,1,0.897589,bedrock,1,0.904408,0.98439336,4.768e-07,bedrock,1,0.924465,0.88419598,0.87927163
NLB_528892900EDR_F0581248NCAM00262M1,bedrock,1,bedrock,1,0.996481,bedrock,1,0.997928,0.96621996,1.937e-07,bedrock,1,0.996821,0.87828362,0.92874819
NLB_528893088EDR_F0581248NCAM07753M1,bedrock,1,bedrock,1,0.97752,bedrock,1,0.990586,0.96659625,3.576e-07,bedrock,1,0.987797,0.87734818,0.9178735
NLB_528893506EDR_F0581248NCAM00654M1,bedrock,1,bedrock,1,0.706206,bedrock,1,0.634508,0.98096764,4.768e-07,bedrock,1,0.684517,0.75397414,0.78129607
NLB_528893599EDR_F0581248NCAM00654M1,bedrock,1,bedrock,1,0.991279,bedrock,1,0.990805,0.98272836,2.384e-07,bedrock,1,0.986961,0.85785043,0.85905093
NLB_537932733EDR_F0600888NCAM00320M1,sand,2,sand,2,0.83677,sand,2,0.944748,0.97328049,4.768e-07,sand,2,0.957676,0.90252966,0.90778494
NLB_537938493EDR_F0601266NCAM00653M1,sand,2,sand,2,0.95899,sand,2,0.946056,0.97494411,4.768e-07,sand,2,0.982372,0.80611175,0.80680048
NLB_537938609EDR_F0601266NCAM07753M1,sand,2,sand,2,0.920479,sand,2,0.867222,0.97945201,1.937e-07,sand,2,0.950261,0.89240956,0.91262865
NLB_541040424EDR_F0610954NCAM00305M1,bedrock,1,sand,2,0.672682,sand,2,0.716642,0.97522724,4.768e-07,sand,2,0.721281,0.87730062,0.88091916
NLB_541042107EDR_F0611086NCAM00385M1,sand,2,sand,2,0.998796,sand,2,0.99844,0.98685652,1.937e-07,sand,2,0.99838,0.92898417,0.9217065
NLB_541043499EDR_F0611140NCAM00346M1,sand,2,sand,2,0.991471,sand,2,0.985414,0.97991115,1.937e-07,sand,2,0.996484,0.91248673,0.90705293
NLB_541043637EDR_F0611140NCAM00653M1,sand,2,sand,2,0.873305,sand,2,0.905539,0.97094512,4.768e-07,sand,2,0.80827,0.917436,0.91788256
NLB_541049254EDR_F0611140NCAM12753M1,sand,2,sand,2,0.534555,sand,2,0.771115,0.96728146,1.937e-07,sand,2,0.760292,0.90497661,0.91903067
NLB_541049316EDR_F0611140NCAM12753M1,sand,2,sand,2,0.99284,sand,2,0.991954,0.9842658,4.768e-07,sand,2,0.998505,0.91793716,0.90207028
NLB_542730497EDR_F0612232NCAM00282M1,sand,2,sand,2,0.942569,sand,2,0.905684,0.97692776,1.937e-07,sand,2,0.925563,0.92040837,0.93743509
NLB_542733799EDR_F0612232NCAM00353M1,sand,2,sand,2,0.984747,sand,2,0.98841,0.97889805,1.937e-07,sand,2,0.977612,0.90616727,0.89911079
NLB_542734078EDR_F0612232NCAM00654M1,sand,2,sand,2,0.998757,sand,2,0.998534,0.97497863,4.768e-07,sand,2,0.998159,0.87480408,0.86051273
NLB_542734110EDR_F0612232NCAM00654M1,sand,2,sand,2,0.999736,sand,2,0.999518,0.97420907,2.384e-07,sand,2,0.999296,0.91180098,0.91062784
NLB_542734199EDR_F0612232NCAM00654M1,sand,2,sand,2,0.999307,sand,2,0.999394,0.97815096,1.937e-07,sand,2,0.998019,0.89687091,0.90923661
NLB_542734240EDR_F0612232NCAM00283M1,sand,2,sand,2,0.934545,sand,2,0.956862,0.98301232,4.768e-07,sand,2,0.904598,0.94533569,0.94980669
NLB_542734362EDR_F0612232NCAM00283M1,sand,2,sand,2,0.996276,sand,2,0.997812,0.98778105,1.937e-07,sand,2,0.998195,0.93542653,0.93949735
NLB_542738036EDR_F0612232CCAM15903M1,sand,2,sand,2,0.999921,sand,2,0.999939,0.98659861,1.937e-07,sand,2,0.99979,0.81805325,0.82868183
NLB_543357370EDR_F0613076NCAM00287M1,sand,2,sand,2,0.970931,sand,2,0.981964,0.98710513,2.384e-07,sand,2,0.98826,0.92017758,0.91990364
NLB_543357433EDR_F0613076NCAM00287M1,sand,2,bedrock,1,0.511394,bedrock,1,0.678909,0.98229766,4.768e-07,bedrock,1,0.718511,0.91262859,0.9173997
NLB_548047620EDR_F0630346NCAM00320M1,bedrock,1,bedrock,1,0.749614,bedrock,1,0.798848,0.9743948,4.768e-07,bedrock,1,0.894688,0.78081954,0.75643265
NLB_548057490EDR_F0630724NCAM00385M1,bedrock,1,bedrock,1,0.992331,bedrock,1,0.995239,0.97938514,1.937e-07,bedrock,1,0.988259,0.92094374,0.90569627
NLB_548058260EDR_F0630766NCAM00375M1,bedrock,1,bedrock,1,0.957425,bedrock,1,0.966382,0.99627203,1.937e-07,bedrock,1,0.957823,0.88271278,0.87554109
NLB_548058358EDR_F0630766NCAM00273M1,bedrock,1,sand,2,0.627799,sand,2,0.612065,0.98372722,1.937e-07,bedrock,1,0.670574,0.91368997,0.91662014
NLB_548063838EDR_F0630766NCAM07753M1,bedrock,1,sand,2,0.587267,sand,2,0.522064,0.94374478,2.384e-07,bedrock,1,0.636312,0.8973428,0.89446223
NLB_552665174EDR_F0641980NCAM00320M1,sand,2,sand,2,0.991376,sand,2,0.993449,0.97832358,4.768e-07,sand,2,0.982454,0.86518246,0.87732625
NLB_552676131EDR_F0642004NCAM00385M1,sand,2,sand,2,0.999962,sand,2,0.999958,0.99061263,1.937e-07,sand,2,0.999951,0.945925,0.9515965
NLB_552677384EDR_F0642088NCAM00376M1,sand,2,sand,2,0.998998,sand,2,0.9981,0.97967142,4.768e-07,sand,2,0.998268,0.85406017,0.8613776
NLB_552677513EDR_F0642088NCAM00255M1,sand,2,sand,2,0.998083,sand,2,0.997609,0.97574395,1.937e-07,sand,2,0.999159,0.94459891,0.92867202
NLB_552677608EDR_F0642088NCAM00255M1,sand,2,sand,2,0.999933,sand,2,0.999904,0.98901165,1.937e-07,sand,2,0.999899,0.9282968,0.95303744
NLB_552677960EDR_F0642088NCAM00354M1,sand,2,sand,2,0.999973,sand,2,0.99997,0.98308372,3.576e-07,sand,2,0.999988,0.84400916,0.79575318
NLB_552678040EDR_F0642088NCAM00354M1,sand,2,sand,2,0.987721,sand,2,0.981117,0.98092335,4.768e-07,sand,2,0.954587,0.90902245,0.92699063
NLB_552682049EDR_F0642088NCAM07753M1,sand,2,sand,2,0.9998,sand,2,0.999791,0.99031001,1.937e-07,sand,2,0.999884,0.93812186,0.9236483
NLB_552682173EDR_F0642088NCAM07753M1,sand,2,bedrock,1,0.671489,bedrock,1,0.524364,0.96582115,1.937e-07,bedrock,1,0.690367,0.86985034,0.86705828
NLB_556418003EDR_F0651174NCAM00320M1,sand,2,sand,2,0.775087,sand,2,0.867183,0.97512352,4.768e-07,sand,2,0.891713,0.92901301,0.92868626
NLB_556756244EDR_F0651642NCAM00285M1,sand,2,sand,2,0.959001,sand,2,0.958339,0.9883315,4.768e-07,sand,2,0.98906,0.95151138,0.95412433
NLB_556756308EDR_F0651642NCAM00285M1,sand,2,sand,2,0.995195,sand,2,0.995099,0.99219942,1.937e-07,sand,2,0.997767,0.92847586,0.93189573
NLB_556756606EDR_F0651642NCAM00312M1,sand,2,sand,2,0.989922,sand,2,0.991872,0.97320408,4.768e-07,sand,2,0.999258,0.91162628,0.92910975
NLB_556763962EDR_F0651642NCAM07753M1,sand,2,sand,2,0.998689,sand,2,0.998614,0.98778367,1.937e-07,sand,2,0.998589,0.92083925,0.93146461
NLB_556764110EDR_F0651642NCAM07753M1,sand,2,sand,2,0.805508,sand,2,0.8749,0.98570168,4.768e-07,sand,2,0.804669,0.91796911,0.92433411
NLB_556764172EDR_F0651642NCAM07753M1,sand,2,sand,2,0.864998,sand,2,0.88242,0.98355818,1.937e-07,sand,2,0.80097,0.9233703,0.91129881
NLB_558363908EDR_F0660000NCAM00375M1,bedrock,1,bedrock,1,0.989465,bedrock,1,0.959464,0.94367033,2.384e-07,bedrock,1,0.966373,0.82698822,0.8009963
NLB_558364034EDR_F0660000NCAM00252M1,bedrock,1,bedrock,1,0.999596,bedrock,1,0.99943,0.99316889,1.937e-07,bedrock,1,0.999544,0.9071824,0.91384667
NLB_558364829EDR_F0660000NCAM00253M1,bedrock,1,bedrock,1,0.99876,bedrock,1,0.999223,0.97536731,1.937e-07,bedrock,1,0.997891,0.95530534,0.93786085
NLB_558364943EDR_F0660000NCAM00253M1,bedrock,1,bedrock,1,0.840342,bedrock,1,0.663457,0.9792583,1.937e-07,bedrock,1,0.624543,0.92322528,0.92804468
NLB_558365006EDR_F0660000NCAM00253M1,bedrock,1,bedrock,1,0.991045,bedrock,1,0.98956,0.97569776,1.937e-07,bedrock,1,0.995173,0.871925,0.8886559
NLB_558365068EDR_F0660000NCAM00253M1,bedrock,1,bedrock,1,0.968806,bedrock,1,0.964402,0.96066916,4.768e-07,bedrock,1,0.668958,0.86772358,0.82753783
NLB_560302217EDR_F0660952NCAM00320M1,bedrock,1,bedrock,1,0.80536,bedrock,1,0.779451,0.99139339,4.768e-07,bedrock,1,0.76234,0.90321183,0.91030991
NLB_560310464EDR_F0661030NCAM00385M1,bedrock,1,bedrock,1,0.999849,bedrock,1,0.999922,0.98533714,1.937e-07,bedrock,1,0.999938,0.9280811,0.94838828
NLB_560311677EDR_F0661112NCAM00353M1,bedrock,1,bedrock,1,0.978027,bedrock,1,0.94214,0.97974765,2.384e-07,bedrock,1,0.885631,0.93458784,0.92897499
NLB_560311785EDR_F0661112NCAM00273M1,bedrock,1,bedrock,1,0.865833,bedrock,1,0.691321,0.97138786,4.768e-07,bedrock,1,0.894621,0.80795044,0.84378231
NLB_560311842EDR_F0661112NCAM00273M1,bedrock,1,bedrock,1,0.979843,bedrock,1,0.985584,0.99320853,1.937e-07,bedrock,1,0.970401,0.96458828,0.95837533
NLB_560311891EDR_F0661112NCAM00273M1,bedrock,1,bedrock,1,0.998934,bedrock,1,0.998425,0.98661685,1.937e-07,bedrock,1,0.998943,0.91805983,0.90233529
NLB_560312189EDR_F0661112NCAM00354M1,bedrock,1,bedrock,1,0.999784,bedrock,1,0.999612,0.98182952,1.937e-07,bedrock,1,0.999875,0.88157165,0.86591935
NLB_560316500EDR_F0661112NCAM00274M1,bedrock,1,bedrock,1,0.998439,bedrock,1,0.998062,0.98914403,1.937e-07,bedrock,1,0.998486,0.90669423,0.91195023
NLB_560316562EDR_F0661112NCAM00274M1,bedrock,1,bedrock,1,0.84706,bedrock,1,0.908016,0.98329502,1.937e-07,bedrock,1,0.906856,0.93308377,0.94280052
NLB_560316739EDR_F0661112NCAM00274M1,bedrock,1,bedrock,1,0.690949,bedrock,1,0.601988,0.97678196,4.768e-07,bedrock,1,0.550471,0.90071869,0.90724939
NLB_565016252EDR_F0670180NCAM00385M1,soil,0,soil,0,0.962438,soil,0,0.954979,0.99068922,1.937e-07,soil,0,0.961324,0.89999986,0.90754616
NLB_565022734EDR_F0670216NCAM00375M1,soil,0,bedrock,1,0.710497,bedrock,1,0.795315,0.98127162,4.768e-07,soil,0,0.592123,0.89143205,0.87227261
NLB_565022803EDR_F0670216NCAM00252M1,soil,0,soil,0,0.66314,soil,0,0.685957,0.97392118,4.768e-07,soil,0,0.966763,0.89061415,0.87357044
NLB_565022931EDR_F0670216NCAM00252M1,soil,0,soil,0,0.994746,soil,0,0.996819,0.98670554,1.937e-07,soil,0,0.998457,0.93995863,0.94955814
NLB_565023199EDR_F0670216NCAM00312M1,soil,0,soil,0,0.980096,soil,0,0.98317,0.98529035,1.937e-07,soil,0,0.991719,0.85607636,0.83611691
NLB_565023322EDR_F0670216NCAM00253M1,soil,0,soil,0,0.990388,soil,0,0.993068,0.98515582,1.937e-07,soil,0,0.995779,0.92362517,0.93195426
NLB_565023592EDR_F0670216NCAM00253M1,soil,0,soil,0,0.842606,soil,0,0.930299,0.96381211,4.768e-07,soil,0,0.921179,0.93668246,0.93309581
NLB_565365464EDR_F0670550NCAM00385M1,soil,0,soil,0,0.994418,soil,0,0.995197,0.98462951,1.937e-07,soil,0,0.998547,0.94673955,0.95403779
NLB_565366137EDR_F0670604NCAM00257M1,soil,0,soil,0,0.923398,soil,0,0.93595,0.98136717,2.384e-07,soil,0,0.947353,0.94269609,0.93979955
NLB_565367106EDR_F0670650NCAM00353M1,bedrock,1,soil,0,0.806295,soil,0,0.794581,0.98691618,4.768e-07,soil,0,0.875854,0.89393234,0.89680409
NLB_565373114EDR_F0670650NCAM12753M1,soil,0,soil,0,0.99431,soil,0,0.993327,0.99009901,1.937e-07,soil,0,0.996722,0.95674556,0.9557963
NLB_565373298EDR_F0670650NCAM12753M1,soil,0,bedrock,1,0.643001,bedrock,1,0.543612,0.98252451,4.768e-07,soil,0,0.712912,0.88586545,0.90626043
NLB_565373360EDR_F0670650NCAM12753M1,soil,0,bedrock,1,0.537026,bedrock,1,0.598941,0.98101777,4.768e-07,soil,0,0.88963,0.88972878,0.87452108
NLB_565373417EDR_F0670650NCAM12753M1,soil,0,soil,0,0.962362,soil,0,0.953618,0.99381137,1.937e-07,soil,0,0.988968,0.94462258,0.93789572
NLB_565810401EDR_F0670962NCAM00386M1,soil,0,soil,0,0.998206,soil,0,0.997962,0.98225081,1.937e-07,soil,0,0.998119,0.93420756,0.94339901
NLB_565811345EDR_F0671016NCAM00261M1,soil,0,soil,0,0.922485,soil,0,0.905898,0.97546822,2.384e-07,soil,0,0.912177,0.86091644,0.86126202
NLB_565811572EDR_F0671016NCAM00261M1,soil,0,soil,0,0.944709,soil,0,0.85324,0.98270607,1.937e-07,soil,0,0.944664,0.86990869,0.87015021
NLB_565811686EDR_F0671016NCAM00261M1,soil,0,soil,0,0.705665,soil,0,0.696149,0.99362969,1.937e-07,soil,0,0.836101,0.95161748,0.94806433
NLB_565812047EDR_F0671016NCAM00312M1,soil,0,soil,0,0.999246,soil,0,0.999248,0.98149025,2.384e-07,soil,0,0.999608,0.91457957,0.92199695
NLB_570073321EDR_F0672884NCAM00375M1,soil,0,soil,0,0.965667,soil,0,0.962127,0.9835614,3.576e-07,soil,0,0.99268,0.84891766,0.85092449
NLB_570073400EDR_F0672884NCAM00284M1,soil,0,sand,2,0.575693,soil,0,0.501172,0.97715908,1.937e-07,sand,2,0.630977,0.91105384,0.91825163
NLB_570073456EDR_F0672884NCAM00284M1,soil,0,soil,0,0.778171,soil,0,0.751276,0.9766115,4.768e-07,soil,0,0.966397,0.88449621,0.87298918
NLB_570074025EDR_F0672884NCAM00285M1,bedrock,1,bedrock,1,0.478329,bedrock,1,0.436,0.98253864,1.937e-07,soil,0,0.569801,0.80476987,0.79897463
NLB_570074144EDR_F0672884NCAM00285M1,bedrock,1,soil,0,0.792356,soil,0,0.762245,0.98281121,4.768e-07,soil,0,0.881312,0.88923132,0.89976478
NLB_570074258EDR_F0672884NCAM00285M1,soil,0,sand,2,0.534311,sand,2,0.560551,0.98583132,4.768e-07,sand,2,0.560881,0.9378016,0.95002759
NLB_574061102EDR_F0681232NCAM00320M1,soil,0,soil,0,0.67138,soil,0,0.751566,0.97662348,3.576e-07,soil,0,0.801423,0.86707532,0.88339359
NLB_574071379EDR_F0681556NCAM00379M1,bedrock,1,bedrock,1,0.983973,bedrock,1,0.986169,0.98748481,1.937e-07,bedrock,1,0.961042,0.9540022,0.94813627
NLB_574078090EDR_F0681626NCAM00256M1,soil,0,soil,0,0.820161,soil,0,0.886736,0.96326864,4.768e-07,soil,0,0.61365,0.88614857,0.84740901
NLB_574078155EDR_F0681626NCAM00256M1,soil,0,bedrock,1,0.861831,bedrock,1,0.815205,0.98396885,4.768e-07,soil,0,0.523165,0.91313779,0.92704225
NLB_574078440EDR_F0681626NCAM00354M1,bedrock,1,bedrock,1,0.999594,bedrock,1,0.999525,0.97811568,3.576e-07,bedrock,1,0.998928,0.90781391,0.90104425
NLB_574078554EDR_F0681626NCAM00354M1,soil,0,bedrock,1,0.51875,bedrock,1,0.521193,0.97881794,4.768e-07,soil,0,0.844364,0.9118582,0.8901912
NLB_574078665EDR_F0681626NCAM07753M1,bedrock,1,soil,0,0.817342,soil,0,0.828566,0.9917357,1.937e-07,soil,0,0.859067,0.96630669,0.96236527
NLB_574078735EDR_F0681626NCAM07753M1,bedrock,1,soil,0,0.702278,soil,0,0.703833,0.98813623,1.937e-07,soil,0,0.787289,0.93931228,0.92987859
NLB_577080310EDR_F0691768NCAM00320M1,soil,0,bedrock,1,0.549696,bedrock,1,0.485441,0.97906077,3.576e-07,bedrock,1,0.367035,0.91694337,0.9210757
NLB_577089970EDR_F0691858NCAM00286M1,bedrock,1,soil,0,0.68462,soil,0,0.634139,0.9853937,1.937e-07,soil,0,0.76078,0.8924464,0.89392591
NLB_577090033EDR_F0691858NCAM00286M1,bedrock,1,bedrock,1,0.938898,bedrock,1,0.900501,0.98759907,1.937e-07,bedrock,1,0.99257,0.90440273,0.91127151
NLB_577090148EDR_F0691858NCAM00286M1,soil,0,bedrock,1,0.744849,bedrock,1,0.801969,0.98874342,4.768e-07,soil,0,0.64162,0.93829459,0.9257248
NLB_577090437EDR_F0691858NCAM00312M1,sand,2,sand,2,0.93011,sand,2,0.932137,0.99003756,1.937e-07,sand,2,0.973234,0.91388845,0.91082907
NLB_577090635EDR_F0691858NCAM00287M1,sand,2,bedrock,1,0.743467,bedrock,1,0.603075,0.9641878,4.768e-07,sand,2,0.590176,0.89314556,0.89569509
NLB_577090699EDR_F0691858NCAM00287M1,sand,2,sand,2,0.860316,sand,2,0.843212,0.97810626,4.768e-07,sand,2,0.669845,0.88745081,0.87786973
NLB_577090763EDR_F0691858NCAM00287M1,sand,2,bedrock,1,0.540975,bedrock,1,0.744038,0.98613036,1.937e-07,soil,0,0.630547,0.94028509,0.94220513
NLB_577095146EDR_F0691858NCAM00376M1,sand,2,sand,2,0.992085,sand,2,0.989684,0.97367752,4.768e-07,sand,2,0.997122,0.87537825,0.8612811
NLB_613564331EDR_F0760274NCAM00320M1,soil,0,bedrock,1,0.604627,bedrock,1,0.538245,0.98581189,4.768e-07,bedrock,1,0.559469,0.89291602,0.88334382
NLB_613582793EDR_F0760556NCAM00385M1,soil,0,soil,0,0.9994,soil,0,0.999444,0.98639464,1.937e-07,soil,0,0.999292,0.95005322,0.95523542
NLB_613583192EDR_F0760568NCAM00375M1,soil,0,soil,0,0.900852,soil,0,0.799526,0.98440969,4.768e-07,soil,0,0.945949,0.87208056,0.87047505
NLB_613583340EDR_F0760568NCAM00280M1,soil,0,soil,0,0.979127,soil,0,0.980465,0.9935329,1.937e-07,soil,0,0.970318,0.93542361,0.93340951
NLB_613583373EDR_F0760568NCAM00280M1,soil,0,soil,0,0.968019,soil,0,0.971723,0.99039018,1.937e-07,soil,0,0.913749,0.9614743,0.95887411
NLB_613583763EDR_F0760568NCAM00354M1,soil,0,soil,0,0.999246,soil,0,0.99931,0.98404717,1.937e-07,soil,0,0.999883,0.82653797,0.82813871
NLB_613583877EDR_F0760568NCAM00354M1,soil,0,soil,0,0.990883,soil,0,0.986143,0.98174345,4.768e-07,soil,0,0.995904,0.94427556,0.92709666
NLB_613584057EDR_F0760568NCAM00281M1,soil,0,soil,0,0.963242,soil,0,0.96847,0.99075371,1.937e-07,soil,0,0.933611,0.94056761,0.93348384
NLB_613584326EDR_F0760568NCAM00281M1,soil,0,sand,2,0.661615,sand,2,0.709514,0.96719933,4.768e-07,soil,0,0.773511,0.88875437,0.86500651
